STATIONCODE,LOCATION,STATE,MONTH,Temp,D.O._(mg/l),PH,CONDUCTIVITY_(µmhos/cm),TURBIDITY_(FNU),COLOR_(mgPt/L),ALKALINITY_(mmol/L),B.O.D._(mg/l),NITRATE,FECAL_COLIFORM_(MPN/100ml),Int_(cfu/100ml),CIPerf_(cfu/100_ml),TERMOTOL_COLIFORM_(cfu/100_ml),TOTAL_COLIFORM_(MPN/100ml)Mean,year
2459,MARIDASVANNET,OSLO,MAR,30,6.1,7.3,11855,1.04,7,5,12.5,18.6,180,0.81,<1,<1,902,2010
2460,MARIDASVANNET,OSLO,APR,30,6.3,7.4,24506,1.12,13,5.8,136,16.9,158,0.74,<1,<1,698,2010
2461,MARIDASVANNET,OSLO,MAY,30,5.9,7.5,25343,1.08,13,6.6,56.5,7.7,180,0.79,<1,<1,1800,2010
2462,MARIDASVANNET,OSLO,JUN,30,6.6,7.8,371,0.97,13,7.4,0,4.1,180,0.63,<1,<1,1800,2010
2463,MARIDASVANNET,OSLO,JUL,30,6.2,7.4,368,1,18,8.2,8,3.2,265,0.72,<1,<1,1075,2010
2464,MARIDASVANNET,OSLO,AUG,30,6.7,7.7,354,0.98,18,9,4,2.6,137,0.71,<1,<1,947,2010
2465,MARIDASVANNET,OSLO,SEP,33,6.8,8,374,1.01,18,8.2,21,1.5,180,0.7,<1,<1,1800,2010
2466,MARIDASVANNET,OSLO,OCT,30,5.9,7.4,7173,0.92,22,6.6,12,58.1,7,0.9,<1,<1,607,2010
1393,MARIDASVANNET,OSLO,NOV,28,7.3,7.4,332,0.93,28,7.9,0.7,0.3,6,1.18,<1,<1,12,2010
1860,MARIDASVANNET,OSLO,DEC,30,5.7,8,601,1.05,7,9,7.4,0.5,14600,0.84,<1,<1,28666,2010
1861,MARIDASVANNET,OSLO,DEC,30,4.7,8.3,753,0.88,7,0,3.7,0.5,9166,0.76,<1,<1,21333,2010
1862,MARIDASVANNET,OSLO,DEC,28,5.8,7.8,16177,1.1,7,9.6,3,0.5,10100,0.86,<1,<1,25000,2010
1865,SKJAERSJOELVA,OSLO,JAN,30,2.5,7.5,1108,0.85,,3.2,6,0.6,16,0.69,<1,<1,85,2010
1148,SKJAERSJOELVA,OSLO,JAN,30,6.1,8.1,14921,1.07,,5.5,3.2,0.3,4300,0.64,<1,<1,23625,2010
1434,SKJAERSJOELVA,OSLO,FEB,30,0.6,7.1,3115,1,18,5,36.5,1.7,4450,0.63,<1,<1,15425,2010
1436,SKJAERSJOELVA,OSLO,FEB,27,3.2,7.8,5073,0.79,11,7,5.8,0.2,833,0.1,<1,<1,1366,2010
1438,SKJAERSJOELVA,OSLO,MAR,30,4.2,8.2,901,0.98,9,7.2,6.7,0.4,9750,0.16,<1,<1,21500,2010
2072,SKJAERSJOELVA,OSLO,MAR,28,2.9,8.3,11405,0.88,16,6.6,5.6,0.1,49,0.81,<1,<1,148,2010
2082,SKJAERSJOELVA,OSLO,APR,29,5,7.7,47156,0.95,3,6.7,3.1,0.1,41,0.8,<1,<1,114,2010
1399,SKJAERSJOELVA,OSLO,APR,31,7.2,6.3,14100,0.99,3,6.1,1.6,0.41,13,0.73,<1,<1,17,2010
1400,SKJAERSJOELVA,OSLO,MAY,29,5.5,7.8,401,0.87,3,5.4,1.3,0.21,2,0.22,<1,<1,5,2010
1475,SKJAERSJOELVA,OSLO,JUN,30,6.2,6.9,11000,0.84,5,5.8,1.3,0.48,13,0.8,<1,<1,17,2010
1476,SKJAERSJOELVA,OSLO,JUL,29,6.5,6.8,30190,0.89,5,0,2.3,0.04,5,0.85,<1,<1,8,2010
1543,SKJAERSJOELVA,OSLO,AUG,24,8.1,7.7,7400,0.9,5,7,2.6,0.1,79,0.83,<1,<1,130,2010
1544,SKJAERSJOELVA,OSLO,AUG,27,7.8,6.4,609,1.03,14,4.8,2.3,0.08,49,0.61,<1,<1,70,2010
1545,SKJAERSJOELVA,OSLO,SEP,27,7.8,6.4,90,0.95,13,4.9,2,0,13,0.3,<1,<1,17,2010
1546,SKJAERSJOELVA,OSLO,OCT,28,7.2,6.5,8240,1.01,13,6.4,1.6,0.25,17,0.66,<1,<1,46,2010
1547,SKJAERSJOELVA,OSLO,NOV,27,4.2,7.6,5543,0.93,11,7.3,0.7,0.18,2,0.74,<1,<1,8,2010
1548,SKJAERSJOELVA,OSLO,DEC,26,6.5,6.4,505,0.97,11,7.5,1.6,0.13,8,0.66,<1,<1,13,2010
2270,DAUSJOELVA,OSLO,JAN,28,7.4,6.9,3844,0.83,11,7.4,2,0.15,5,0.62,<1,<1,10,2010
2271,DAUSJOELVA,OSLO,JAN,28,5.4,7,7692,1.02,,7.8,1.7,0.92,29,0.7,<1,<1,48,2010
2272,DAUSJOELVA,OSLO,FEB,27,6.6,7.2,692,0.84,,7.4,1.9,0.34,105,0.71,<1,<1,175,2010
2273,DAUSJOELVA,OSLO,FEB,29,5.1,7.5,0,0.9,18,7.1,2.3,0.38,1201,0.94,<1,<1,1754,2010
2274,DAUSJOELVA,OSLO,FEB,29,7.3,6.8,20640,0.77,18,5.9,2.5,0.42,87,0.72,<1,<1,162,2010
2275,DAUSJOELVA,OSLO,MAR,28,7.2,6.9,5350,0.98,16,5.1,2.2,0.28,134,0.65,<1,<1,206,2010
2276,DAUSJOELVA,OSLO,MAR,28,7,6.8,4800,1.1,16,6.7,3,0.32,69,0.38,<1,<1,126,2010
1092,DAUSJOELVA,OSLO,APR,28,5.5,7.7,8092,1.16,16,5.8,7.6,0.72,410,0.69,<1,<1,800,2010
1093,DAUSJOELVA,OSLO,APR,29,6.9,7.6,136,0.96,16,6.4,3.8,0.26,143,0.77,<1,<1,309,2010
1094,DAUSJOELVA,OSLO,MAY,29,6.9,7.7,120,0.95,9,6.6,3.9,0.37,207,0.68,<1,<1,280,2010
1461,DAUSJOELVA,OSLO,MAY,28,6.7,8,111,0.89,9,5.4,3.6,0.31,45,0.72,<1,<1,143,2010
1462,DAUSJOELVA,OSLO,JUN,26,6.9,7.3,229,0.94,9,6.7,3.8,0.68,108,0.7,<1,<1,257,2010
2162,DAUSJOELVA,OSLO,JUL,29,6.8,7.5,171,1,12,6.4,3.8,0.34,88,0.22,<1,<1,199,2010
2164,DAUSJOELVA,OSLO,AUG,29,6.9,7.3,183,0.99,12,6.3,2.2,1.25,2,0.76,<1,<1,56,2010
2168,DAUSJOELVA,OSLO,SEP,34,3.3,7.6,29464,1.03,12,6.5,19.4,1.78,1195,0.67,<1,<1,1536,2010
2198,DAUSJOELVA,OSLO,OCT,32,5.4,7.2,925,0.9,12,7,11.7,0.78,279,0.63,<1,<1,512,2010
2199,DAUSJOELVA,OSLO,NOV,22,6.2,7.2,13848,0.92,,5.1,2.5,4.11,6,0.78,<1,<1,127,2010
1151,DAUSJOELVA,OSLO,NOV,26,7,7.4,225,0.93,20,6.7,3.8,0.26,152,0.65,<1,<1,375,2010
1152,DAUSJOELVA,OSLO,DEC,35,6.6,8.1,102,0.95,20,5.8,3.9,0.26,165,0.66,<1,<1,345,2010
17,SVARTEDIKET,BERGEN,JAN,28,8.1,6.3,1414,0.98,22,6.4,1.1,0.31,100,0.82,<1,<1,690,2010
18,SVARTEDIKET,BERGEN,FEB,27,6.9,6.8,41,0.9,22,6.6,0.8,0.22,261,0.71,<1,<1,1487,2010
20,SVARTEDIKET,BERGEN,MAR,27,6.9,6.9,78,0.97,22,5.4,0.5,0.23,393,0.72,<1,<1,703,2010
21,SVARTEDIKET,BERGEN,MAR,26,6.7,6.9,5507,1.03,22,6.7,0.6,0.28,433,0.67,<1,<1,715,2010
42,SVARTEDIKET,BERGEN,APR,27,7.3,7,49,0.97,17,6.4,0.7,0.66,228,0.7,<1,<1,445,2010
43,SVARTEDIKET,BERGEN,APR,28,6.7,6.7,67,1.05,17,,1.3,0.4,309,0.78,<1,<1,1025,2010
1154,SVARTEDIKET,BERGEN,MAY,29,6.5,6.6,109,1.07,17,,1.2,0.37,142,0.83,<1,<1,679,2010
1155,SVARTEDIKET,BERGEN,MAY,26,0.7,6.6,4235,1.01,17,,12.5,1.48,40833,0.76,<1,<1,59417,2010
1156,SVARTEDIKET,BERGEN,JUN,27,6.9,6.5,108,0.95,14,,1,0.42,540,,<1,<1,1083,2010
1338,SVARTEDIKET,BERGEN,JUL,28,6.4,6.6,48,0.94,14,,1,0.25,154,0.83,<1,<1,603,2010
1339,SVARTEDIKET,BERGEN,AUG,26,7.2,6.7,109,0.86,14,,0.8,0.44,1000,0.78,<1,<1,1400,2010
1340,SVARTEDIKET,BERGEN,SEP,29,6.8,7.1,61,0.96,14,,1.5,0.5,130,0.77,<1,<1,485,2010
1341,SVARTEDIKET,BERGEN,OCT,28,6.1,6.7,244,1.24,18,,0.9,0.33,655,0.61,<1,<1,1113,2010
1342,SVARTEDIKET,BERGEN,NOV,27,6.8,7,62,0.92,18,7.1,0.6,0.93,240,,<1,<1,434,2010
1384,SVARTEDIKET,BERGEN,DEC,28,7.1,7,59,0.96,20,7.1,0.8,0.71,540,0.78,<1,<1,890,2010
1442,SVARTEDIKET,BERGEN,DEC,27,7.4,6.6,64,0.9,24,7.4,0.7,0.29,288,0.73,<1,<1,1425,2010
1443,OYEREN,STROMMEN,JAN,26,6.4,7,79,0.98,9,7.5,0.8,0.73,271,0.86,<1,<1,493,2010
1563,OYEREN,STROMMEN,JAN,26,7.2,6.7,73,0.99,9,7.2,0.9,0.28,335,0.75,<1,<1,2150,2010
1564,,STROMMEN,JAN,27,6.2,7,83,0.96,9,6.9,0.6,0.93,282,0.78,<1,<1,505,2010
1565,OYEREN,STROMMEN,JAN,29,6.1,6.7,55,1,9,7.8,1.4,0.55,825,0.73,<1,<1,1450,2010
1566,OYEREN,STROMMEN,JAN,28,6.6,6.5,79,1.02,14,8,0.8,0.13,195,0.75,<1,<1,650,2010
1567,OYEREN,STROMMEN,FEB,26,6.9,6.7,198,0.91,18,8,0.3,0.2,40,0.76,<1,<1,180,2010
1568,OYEREN,STROMMEN,FEB,27,7.3,6.5,44,1.02,18,7.7,0.5,0.21,233,0.69,<1,<1,400,2010
1569,,STROMMEN,FEB,28,6.2,6.6,15738,0.98,,7.9,1,0.93,233,0.69,<1,<1,360,2010
1570,OYEREN,STROMMEN,MAR,29,5.2,7.1,18459,1.07,,8,1,0.13,518,0.21,<1,<1,918,2010
1571,OYEREN,STROMMEN,MAR,28,7.4,7,45,0.98,,7.8,1.1,0.11,1043,,<1,<1,1933,2010
1572,OYEREN,STROMMEN,APR,28,7.6,6.7,52,1.05,,8.5,1.1,0.11,613,0.68,<1,<1,963,2010
1573,OYEREN,STROMMEN,APR,28,2.9,6.3,841,1.11,16,8.3,2,1.07,430,0.75,<1,<1,913,2010
2284,OYEREN,STROMMEN,APR,26,6.6,6.7,72,1.1,16,7.8,0.7,0.32,463,0.1,<1,<1,1655,2010
2285,OYEREN,STROMMEN,MAY,26,6.4,6.7,122,1.22,9,8.5,0.7,0.34,343,0.88,<1,<1,1630,2010
2286,OYEREN,STROMMEN,MAY,26,5.4,6.6,102,1.01,9,8.2,0.9,0.26,240,0.7,<1,<1,1913,2010
2287,OYEREN,STROMMEN,MAY,27,6.2,7,5656,1.03,9,7.3,0.9,1.05,162,0.62,<1,<1,289,2010
2288,OYEREN,,JUN,27,6.9,7.1,71,1.09,12,8.3,0.5,0.26,125,0.8,<1,<1,246,2010
2289,OYEREN,,JUN,28,6.7,6.5,55,1.04,12,8,0.9,0.6,265,0.77,<1,<1,500,2010
2290,OYEREN,,JUL,28,5.7,6.7,127,0.97,12,,1.9,0.35,221,0.87,<1,<1,473,2010
2291,OYEREN,,AUG,28,6,6.9,77,0.96,12,,1.8,0.61,290,0.78,<1,<1,500,2010
2292,OYEREN,,AUG,28,5.2,6.1,4968,0.94,,,1.1,0.14,235,0.67,<1,<1,820,2010
2293,OYEREN,,AUG,28,7.4,6.4,78,1.08,20,,1.2,0.12,280,0.76,<1,<1,720,2010
2294,OYEREN,STROMMEN,SEP,27,3.5,7.3,20430,0.99,20,,1.3,0.62,560,0.61,<1,<1,1290,2010
2295,OYEREN,STROMMEN,SEP,27,6,7.1,13257,1.01,22,,1.1,0.14,750,0.62,<1,<1,1465,2010
2296,OYEREN,STROMMEN,SEP,28,6.4,6.1,62,1.1,18,,0.7,0.28,213,0.61,<1,<1,425,2010
2297,OYEREN,STROMMEN,OCT,27,6.6,6.3,59,1.03,18,,1,0.16,248,0.65,<1,<1,385,2010
2298,OYEREN,STROMMEN,OCT,27,7.1,6.4,59,1.11,22,,0.9,0.13,178,0.72,<1,<1,275,2010
2299,OYEREN,STROMMEN,NOV,28,6.4,7.1,7035,0.99,28,,0.8,0.19,110,0.68,<1,<1,195,2010
2300,OYEREN,STROMMEN,NOV,28,7.3,6.2,51,1.02,7,,0.9,0.21,195,0.63,<1,<1,340,2010
2301,OYEREN,STROMMEN,DEC,29,6.8,6.5,80,1.11,7,,0.8,0.26,53,0.92,<1,<1,100,2010
2302,OYEREN,STROMMEN,DEC,28,6.4,6.7,3131,0.9,7,,2.2,0.12,820,0.8,<1,<1,1055,2010
2303,OYEREN,STROMMEN,DEC,27,5.8,6.5,59,0.97,6,,1.5,0.13,1800,0.72,<1,<1,2788,2010
2304,SEVELLE,STROMMEN,JAN,28,5.2,7.2,19885,1.14,6,,1.2,0.18,843,0.12,<1,<1,2275,2010
2305,SEVELLE,STROMMEN,JAN,27,7.7,6.8,67,1.17,7,,0.9,0.08,1740,0.76,<1,<1,2257,2010
2306,SEVELLE,STROMMEN,FEB,28,5.7,7.2,19085,1.12,6,,1.4,0.09,1845,0.84,<1,<1,2785,2010
2307,SEVELLE,STROMMEN,FEB,25,6.7,6.3,177,1.03,7,8.2,1.2,0.2,1583,0.97,<1,<1,2807,2010
2319,SEVELLE,STROMMEN,FEB,28,6.4,6.4,4165,1.07,6,6.6,1.2,0.13,168,0.27,<1,<1,303,2010
2326,SEVELLE,STROMMEN,MAR,27,6.2,7.6,498,1.11,8,7.9,0.4,0.28,613,0.78,<1,<1,1400,2010
2331,SEVELLE,STROMMEN,MAR,27,6.8,7.5,119,1.05,5,9,0.4,0.18,478,0.74,<1,<1,918,2010
2332,SEVELLE,STROMMEN,APR,27,7.1,7.6,161,1.1,5,0,0.5,0.19,710,0.79,<1,<1,1675,2010
2333,SEVELLE,STROMMEN,APR,28,5.9,6.7,70,1.08,6,9.6,1.7,0.5,74,0.69,<1,<1,428,2010
2334,SEVELLE,STROMMEN,APR,28,5.8,6.5,864,1.17,7,3.2,1.5,0.37,199,0.67,<1,<1,876,2010
2335,SEVELLE,STROMMEN,MAY,29,4.7,6.6,69,1.09,7,5.5,1.8,0.26,234,0.71,<1,<1,1083,2010
2336,SEVELLE,STROMMEN,MAY,28,6.5,6.6,1204,1.99,6,5,1.2,0.24,175,0.7,<1,<1,689,2010
2337,SEVELLE,STROMMEN,JUN,28,1.4,6.2,129,1.14,6,7,2.2,0.48,351,0.66,<1,<1,882,2010
2338,SEVELLE,STROMMEN,JUN,28,1.5,6.3,73,1.11,8,7.2,1.5,0.12,298,0.72,<1,<1,1225,2010
1448,SEVELLE,STROMMEN,JUL,28,7,7.5,226,1.08,8,6.6,1.1,2.3,3,0.77,<1,<1,83,2010
1455,SEVELLE,STROMMEN,JUL,30,7.7,8.1,330,1.04,7,6.7,1.9,0.9,1675,0.83,<1,<1,3025,2010
1456,SEVELLE,STROMMEN,AUG,30,7.5,7.9,20786,1.12,7,6.1,1.3,0.6,613,0.67,<1,<1,868,2010
1642,SEVELLE,STROMMEN,AUG,28,7.2,8.2,315,1.02,7,5.4,1.7,1.7,2600,0.23,<1,<1,4275,2010
1643,SEVELLE,STROMMEN,SEP,28,7.6,8.1,301,1.01,,5.8,1.5,0.5,2360,0.82,<1,<1,4175,2010
2422,SEVELLE,STROMMEN,SEP,28,7.3,8,225,1.04,15,0,1.3,0.5,1295,0.69,<1,<1,2175,2010
2423,SEVELLE,STROMMEN,OCT,27,7.4,8,238,1.05,15,7,1.9,0.2,2950,0.65,<1,<1,5975,2010
2424,SEVELLE,STROMMEN,OCT,27,7.2,7.7,835,0.93,15,4.8,2,0.7,1550,0.84,<1,<1,2750,2010
2425,SEVELLE,,OCT,29,7.2,7.8,169,1.13,13,4.9,1.3,0.4,328,0.22,<1,<1,690,2010
2426,SEVELLE,,OCT,28,7,8.1,240,1.02,13,6.4,1,0.4,785,0.5,<1,<1,1525,2010
2427,SEVELLE,,NOV,29,7.4,8.1,153,1.03,13,7.9,1.7,0.5,505,0.27,<1,<1,1105,2010
2442,SEVELLE,,NOV,33,7.7,7.8,220,0.98,12,9.4,4,11,0,0.94,<1,<1,0,2010
2443,SEVELLE,,NOV,33,7.1,7.6,406,0.99,13,10.9,3,15.8,0,0.78,<1,<1,0,2010
2444,SEVELLE,,NOV,33,6.8,7.4,309,0.93,12,12.4,7,15.3,0,0.72,<1,<1,0,2010
2445,SEVELLE,,NOV,28,5.1,8.4,4120,1.11,13,,3,108.7,0,0.69,<1,<1,0,2010
1685,SEVELLE,,DEC,21,7.6,7.9,446,1.09,11,15.4,2.6,1.4,0,0.87,<1,<1,0,2010
1159,SEVELLE,,DEC,24,7.4,6.8,337,0.93,12,16.9,1.3,0.1,115,0.78,<1,<1,208,2010
1160,SEVELLE,,DEC,28,7.5,6.7,180,1.04,11,18.4,1.3,0.1,100,0.7,<1,<1,176,2010
1161,SEVELLE,,DEC,28,6.9,6.8,127,1.1,13,19.9,2.4,0.1,222,0.72,<1,<1,357,2010
1162,SEVELLE,,DEC,30,7,7,305,0.98,14,21.4,1.5,0.1,113,0.67,<1,<1,191,2010
1328,BRUSDALSVATNET,ALESUND,JAN,27,7.2,6.7,323,1.11,17,,1.6,0.1,94,0.63,<1,<1,167,2010
1329,BRUSDALSVATNET,ALESUND,JAN,26,7.4,6.7,364,1.08,,,1.6,0.1,91,0.65,<1,<1,150,2010
1330,BRUSDALSVATNET,ALESUND,FEB,29,7.5,7.2,473,1.05,,,2.1,0.1,220,0.75,<1,<1,338,2010
1450,BRUSDALSVATNET,ALESUND,MAR,26,6.7,7.4,544,1.07,,7.4,2,0.3,158,0.61,<1,<1,253,2010
1444,BRUSDALSVATNET,ALESUND,APR,27,7,7.2,286,1,,7.8,9.5,0.9,85,0.64,<1,<1,189,2010
1892,BRUSDALSVATNET,ALESUND,MAY,28,6.4,7,307,0.94,,7.4,1,0,457,0.76,<1,<1,507,2010
1894,BRUSDALSVATNET,ALESUND,MAY,29,6.6,7.1,250,0.9,,7.3,1.5,0,74,0.73,<1,<1,544,2010
2352,BRUSDALSVATNET,ALESUND,JUN,28,6.5,7.9,566,0.93,,7.3,0.9,3.8,3,0.71,<1,<1,32,2010
1023,BRUSDALSVATNET,ALESUND,JUL,22,6,7.3,755,0.91,,7.6,6,2.1,1000,0.71,<1,<1,4950,2010
1024,BRUSDALSVATNET,ALESUND,AUG,21,4.9,7.4,892,0.85,,7.6,14,4.4,8000,0.86,<1,<1,75000,2010
1025,BRUSDALSVATNET,,SEP,22,6.4,7.1,1085,1.05,18,7.6,8.5,8.1,0,0.49,<1,<1,0,2010
1026,BRUSDALSVATNET,ALESUND,OCT,20,5.6,8.1,905,1.09,11,7.7,11.5,7.1,0,0.75,<1,<1,0,2010
1295,BRUSDALSVATNET,,NOV,22,5,6.7,813,1.05,9,7.1,7.5,2.2,1300,0.86,<1,<1,9000,2010
1473,BRUSDALSVATNET,,DEC,21,5.6,7.3,964,1,16,7.2,14,4.2,8000,0.82,<1,<1,70000,2010
1698,BRUSDALSVATNET,ALESUND,JAN,20,5.7,7.4,968,0.99,3,7.8,9.5,3.1,5000,0.88,<1,<1,25500,2010
1699,BRUSDALSVATNET,ALESUND,JAN,21,5.3,7.4,779,1.07,16,7.4,10,3.1,7000,0.22,<1,<1,52500,2010
1700,BRUSDALSVATNET,ALESUND,JAN,21,4.8,7.4,825,1.04,16,7.5,19,4.6,9500,0.77,<1,<1,75000,2010
1701,BRUSDALSVATNET,ALESUND,FEB,23,2.9,7.3,1035,1,9,6.7,13,3.9,3050,0.68,<1,<1,27500,2010
1702,BRUSDALSVATNET,ALESUND,FEB,21,4.5,7.2,885,1.05,9,7,10.5,3.3,1100,0.8,<1,<1,12000,2010
1703,BRUSDALSVATNET,ALESUND,MAR,20,4.8,7.5,896,1.02,9,6.4,10,4.1,7000,0.82,<1,<1,70000,2010
1704,BRUSDALSVATNET,ALESUND,MAR,24,3.1,7.6,1130,1.02,12,6.6,11.5,4.1,9000,0.46,<1,<1,75000,2010
1705,BRUSDALSVATNET,ALESUND,APR,25,3.1,7.6,1000,1.02,12,6.5,10,3.7,6000,0.86,<1,<1,62500,2010
1884,BRUSDALSVATNET,ALESUND,APR,28,1.9,8.4,2187,1.08,12,,354,5.4,0,0.97,<1,<1,0,2010
1885,BRUSDALSVATNET,ALESUND,APR,28,7,7.8,350,0.96,12,5.9,2.5,0,0,0.87,<1,<1,0,2010
1887,BRUSDALSVATNET,ALESUND,MAY,16,7.2,6.2,930,0.98,,6.5,8,1.5,0,0.93,<1,<1,0,2010
1870,BRUSDALSVATNET,ALESUND,MAY,22,5.475,7.82,721.5,1.15,20,6.6,6.9,1.26,87.25,0.81,<1,<1,249,2010
1717,BRUSDALSVATNET,,MAY,23,4.8,7.3,260,1.46,20,6.5,0.8,1.1,3,0.79,<1,<1,7,2010
1424,BRUSDALSVATNET,ALESUND,JUN,23,7.6,7.5,307,0.9,22,7,1.5,0,0,0.76,<1,<1,153,2010
1457,BRUSDALSVATNET,ALESUND,JUN,23,8.4,7.4,106,1.12,9,5.1,1.4,0,0,0.71,<1,<1,36,2010
1458,BRUSDALSVATNET,ALESUND,JUN,23,9,7.8,221,1.03,16,6.7,1.3,0,0,0.81,<1,<1,77,2010
1624,BRUSDALSVATNET,ALESUND,JUL,25,8.7,7.4,318,1.07,3,5.8,1.5,0,0,0.64,<1,<1,132,2010
1625,BRUSDALSVATNET,ALESUND,JUL,25,1.9,7.3,537,1.05,16,6.4,9.9,0,0,0.81,<1,<1,525,2010
1626,BRUSDALSVATNET,ALESUND,AUG,25,7.7,7.3,550,1.04,16,6.6,10.4,0,0,0.4,<1,<1,603,2010
1627,BRUSDALSVATNET,ALESUND,AUG,25,7.9,7.6,185,1.02,9,5.4,1.3,0,0,0.89,<1,<1,115,2010
1628,BRUSDALSVATNET,ALESUND,SEP,26,8,7.6,202,1.05,9,6.7,2.5,0,0,0.21,<1,<1,85,2010
1925,BRUSDALSVATNET,ALESUND,SEP,25,7.4,7.6,214,1.01,22,6.4,1.8,0,0,0.29,<1,<1,148,2010
1926,,ALESUND,SEP,23,8.3,7.7,185,1.07,28,6.3,2,0,0,0.85,<1,<1,75,2010
1427,,ALESUND,OCT,18,9.6,7.1,225,1.01,7,6.2,4.4,3,310,0.87,<1,<1,460,2010
1428,,ALESUND,OCT,19,8.8,7.2,131,1.07,7,6.9,0.9,0,0,0.87,<1,<1,205,2010
2050,,ALESUND,OCT,24,7.4,7.8,272,0.99,7,2.9,0.9,0,8,0.36,<1,<1,295,2010
2051,,ALESUND,OCT,24,7.5,7.8,327,1.06,12,4.5,1.2,0,0,0.8,<1,<1,56,2010
2052,BRUSDALSVATNET,ALESUND,NOV,26,8.1,7.8,365,1.03,8,3,1.3,0,13,0.86,<1,<1,33,2010
2053,BRUSDALSVATNET,ALESUND,NOV,26,7.9,7.5,350,1.02,8,3,1.8,0,41,0.86,<1,<1,90,2010
1403,BRUSDALSVATNET,ALESUND,NOV,28,6.6,7.7,143,1,8,3.1,1.3,0,201,0.82,<1,<1,322,2010
1404,BRUSDALSVATNET,ALESUND,NOV,29,6.3,7.6,164,1.01,,2.9,2.8,0.1,442,0.79,<1,<1,577,2010
1726,BRUSDALSVATNET,ALESUND,DEC,28,5.7,7.8,170,1.08,,2.9,3.4,0.2,469,0.92,<1,<1,608,2010
1631,BRUSDALSVATNET,ALESUND,DEC,21,6.4,7.025,187.63,0.98,,3.7,3.175,2.675,2225,0.85,<1,<1,2925,2010
1633,BRUSDALSVATNET,ALESUND,DEC,25,8.35,7.125,110.75,1.03,,7.4,1.525,3.075,252.5,0.93,<1,<1,355,2010
1632,BRUSDALSVATNET,ALESUND,DEC,24,8.45,6.95,104.25,1.02,,7.5,1.2,2.6,222.5,0.84,<1,<1,312.5,2010
1393,MARIDASVANNET,OSLO,JAN,0,0,7.6,281,1.05,,6.7,0,2.13,0,0.9,<1,<1,0,2009
1150,,OSLO,JAN,25,7.2,7.8,262,1.11,,7,0.28,0.15,19,0.64,<1,<1,50,2009
1246,MARIDASVANNET,OSLO,FEB,25,4.9,7.4,10362,1.09,,6.4,9.7,0.64,14,0.95,<1,<1,29,2009
1860,MARIDASVANNET,OSLO,FEB,27,5.1,7.8,530,1.07,,6.6,2.73,0.6,64125,0.69,<1,<1,137000,2009
1861,MARIDASVANNET,OSLO,MAR,28,6,8.2,612,1.09,,6.5,2.28,0.4,28650,0.66,<1,<1,68650,2009
1862,MARIDASVANNET,OSLO,MAR,30,6.1,8.1,8782,1.05,,7.6,1.9,0.43,16100,0.84,5.3,<1,38667,2009
1865,MARIDASVANNET,OSLO,APR,27,1.1,7.8,1076,1.03,,8,7.67,0.63,28,0.93,<1,<1,77,2009
1148,MARIDASVANNET,OSLO,APR,29,6.8,8,3431,1.14,,7.1,2.8,0.3,32120,0.74,<1,<1,49061,2009
1149,MARIDASVANNET,OSLO,MAY,25,4.5,7.6,1161,1,7,5.9,7.43,0.53,99,0.73,<1,<1,259,2009
1435,MARIDASVANNET,OSLO,MAY,25,6,7.3,8838,1.08,7,5.1,5.58,0.7,14,0.66,<1,<1,31,2009
1434,MARIDASVANNET,OSLO,JUN,30,0,7.1,3080,1.07,7,6.7,46,4.8,3000,0.14,<1,<1,9000,2009
1438,MARIDASVANNET,OSLO,JUL,28,2.8,7.9,663,1.06,7,5.8,5.93,0.97,150250,0.73,<1,<1,358000,2009
1436,MARIDASVANNET,OSLO,JUL,29,5.6,8,1265,1.05,13,6.4,2.13,0.1,503,0.67,<1,<1,1693,2009
2072,MARIDASVANNET,OSLO,AUG,28,4.1,7.9,4491,1.06,13,6.6,16.5,0.1,58,0.31,<1,<1,116,2009
2082,MARIDASVANNET,OSLO,AUG,29,6.3,7.9,43983,1.09,13,5.4,1.83,1.22,105,0.29,<1,<1,188,2009
1399,MARIDASVANNET,OSLO,SEP,30,6.6,7.8,37,1.05,18,6.7,2.25,0.01,10,0.72,<1,<1,13,2009
1475,MARIDASVANNET,OSLO,SEP,28,6.8,7.1,11,1,18,6.4,1.65,0.07,22,0.64,<1,<1,33,2009
1476,MARIDASVANNET,OSLO,SEP,27,6.5,7.5,28,1.05,18,6.3,4.55,0.05,20,0.66,<1,<1,44,2009
1400,MARIDASVANNET,OSLO,OCT,28,7.1,8,49,1.34,22,6.2,1.25,0.02,3,0.72,<1,<1,7,2009
1543,MARIDASVANNET,OSLO,OCT,26,7.6,7.3,93,1.01,28,6.9,0.95,0.03,240,0.64,<1,<1,350,2009
1544,MARIDASVANNET,OSLO,NOV,26,7.4,7,67,0.95,7,5.9,2.45,0.13,467,0.64,<1,<1,809,2009
1545,MARIDASVANNET,OSLO,DEC,27,7,7.3,89,1.03,7,6.5,1.5,0.02,30,0.73,<1,<1,42,2009
2270,SKJAERSJOELVA,OSLO,JAN,29,5.4,7.3,75,1.07,7,6.6,1.8,0.06,350,0.72,<1,<1,2400,2009
1546,SKJAERSJOELVA,OSLO,JAN,28,6.7,7.2,95,1.06,12,6.7,1.4,0.1,18,0.72,<1,<1,22,2009
1547,SKJAERSJOELVA,OSLO,FEB,28,6.8,6.9,58,1.02,8,6.8,1.9,0.03,25,0.68,<1,<1,53,2009
